DEVICE_MAC,PACKET_DIRECTION,SERVER_ADDRESS,PACKET_LENGTH,DEVICE_NAME
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,814,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,450,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1150,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,720,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1288,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,900,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1448,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1148,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,536,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,120,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,626,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,530,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,158,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,766,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,578,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,598,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1008,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,810,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1168,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,432,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,434,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,194,Nest Camera
cc:a7:c1:62:cc:aa,DEVICE_TO_SERVER,trouter-us.production.nest.com,58,Nest Smoke & CO Detector
cc:a7:c1:62:cc:aa,SERVER_TO_DEVICE,trouter-us.production.nest.com,58,Nest Smoke & CO Detector
cc:a7:c1:62:cc:aa,DEVICE_TO_SERVER,trouter-us.production.nest.com,54,Nest Smoke & CO Detector
cc:a7:c1:62:cc:aa,DEVICE_TO_SERVER,trouter-us.production.nest.com,591,Nest Smoke & CO Detector
cc:a7:c1:62:cc:aa,SERVER_TO_DEVICE,trouter-us.production.nest.com,54,Nest Smoke & CO Detector
cc:a7:c1:62:cc:aa,SERVER_TO_DEVICE,trouter-us.production.nest.com,731,Nest Smoke & CO Detector
7c:f6:66:1f:a8:b6,DEVICE_TO_SERVER,a3.tuyaus.com,283,HBN Plug
cc:a7:c1:62:cc:aa,DEVICE_TO_SERVER,trouter-us.production.nest.com,106,Nest Smoke & CO Detector
7c:f6:66:1f:a8:b6,SERVER_TO_DEVICE,a3.tuyaus.com,475,HBN Plug
cc:a7:c1:62:cc:aa,DEVICE_TO_SERVER,trouter-us.production.nest.com,108,Nest Smoke & CO Detector
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,134,Nest Camera
cc:a7:c1:62:cc:aa,SERVER_TO_DEVICE,trouter-us.production.nest.com,154,Nest Smoke & CO Detector
cc:a7:c1:62:cc:aa,DEVICE_TO_SERVER,squeakydoor.nest.com,58,Nest Smoke & CO Detector
cc:a7:c1:62:cc:aa,SERVER_TO_DEVICE,squeakydoor.nest.com,58,Nest Smoke & CO Detector
cc:a7:c1:62:cc:aa,DEVICE_TO_SERVER,squeakydoor.nest.com,54,Nest Smoke & CO Detector
70:74:14:c0:db:f0,DEVICE_TO_SERVER,A3BMBCWE3HYBWY.iot.us-west-2.amazonaws.com,296,Rachio Sprinkler Controller
cc:a7:c1:62:cc:aa,DEVICE_TO_SERVER,squeakydoor.nest.com,592,Nest Smoke & CO Detector
70:74:14:c0:db:f0,DEVICE_TO_SERVER,A3BMBCWE3HYBWY.iot.us-west-2.amazonaws.com,250,Rachio Sprinkler Controller
cc:a7:c1:62:cc:aa,SERVER_TO_DEVICE,squeakydoor.nest.com,54,Nest Smoke & CO Detector
cc:a7:c1:62:cc:aa,SERVER_TO_DEVICE,squeakydoor.nest.com,733,Nest Smoke & CO Detector
cc:a7:c1:62:cc:aa,DEVICE_TO_SERVER,squeakydoor.nest.com,106,Nest Smoke & CO Detector
cc:a7:c1:62:cc:aa,DEVICE_TO_SERVER,squeakydoor.nest.com,108,Nest Smoke & CO Detector
cc:a7:c1:62:cc:aa,SERVER_TO_DEVICE,squeakydoor.nest.com,319,Nest Smoke & CO Detector
cc:a7:c1:62:cc:aa,DEVICE_TO_SERVER,czfe63.front01.iad01.production.nest.com,58,Nest Smoke & CO Detector
cc:a7:c1:62:cc:aa,SERVER_TO_DEVICE,czfe63.front01.iad01.production.nest.com,58,Nest Smoke & CO Detector
cc:a7:c1:62:cc:aa,DEVICE_TO_SERVER,czfe63.front01.iad01.production.nest.com,54,Nest Smoke & CO Detector
cc:a7:c1:62:cc:aa,DEVICE_TO_SERVER,czfe63.front01.iad01.production.nest.com,592,Nest Smoke & CO Detector
cc:a7:c1:62:cc:aa,SERVER_TO_DEVICE,czfe63.front01.iad01.production.nest.com,54,Nest Smoke & CO Detector
cc:a7:c1:62:cc:aa,SERVER_TO_DEVICE,czfe63.front01.iad01.production.nest.com,732,Nest Smoke & CO Detector
cc:a7:c1:62:cc:aa,DEVICE_TO_SERVER,czfe63.front01.iad01.production.nest.com,106,Nest Smoke & CO Detector
cc:a7:c1:62:cc:aa,DEVICE_TO_SERVER,czfe63.front01.iad01.production.nest.com,254,Nest Smoke & CO Detector
cc:a7:c1:62:cc:aa,SERVER_TO_DEVICE,czfe63.front01.iad01.production.nest.com,114,Nest Smoke & CO Detector
cc:a7:c1:62:cc:aa,DEVICE_TO_SERVER,czfe63.front01.iad01.production.nest.com,176,Nest Smoke & CO Detector
cc:a7:c1:62:cc:aa,SERVER_TO_DEVICE,czfe63.front01.iad01.production.nest.com,669,Nest Smoke & CO Detector
cc:a7:c1:62:cc:aa,DEVICE_TO_SERVER,czfe63.front01.iad01.production.nest.com,234,Nest Smoke & CO Detector
cc:a7:c1:62:cc:aa,SERVER_TO_DEVICE,czfe63.front01.iad01.production.nest.com,266,Nest Smoke & CO Detector
cc:a7:c1:62:cc:aa,SERVER_TO_DEVICE,czfe63.front01.iad01.production.nest.com,274,Nest Smoke & CO Detector
cc:a7:c1:62:cc:aa,SERVER_TO_DEVICE,czfe63.front01.iad01.production.nest.com,217,Nest Smoke & CO Detector
cc:a7:c1:62:cc:aa,SERVER_TO_DEVICE,czfe63.front01.iad01.production.nest.com,733,Nest Smoke & CO Detector
cc:a7:c1:62:cc:aa,DEVICE_TO_SERVER,czfe63.front01.iad01.production.nest.com,591,Nest Smoke & CO Detector
cc:a7:c1:62:cc:aa,DEVICE_TO_SERVER,czfe63.front01.iad01.production.nest.com,262,Nest Smoke & CO Detector
cc:a7:c1:62:cc:aa,DEVICE_TO_SERVER,czfe63.front01.iad01.production.nest.com,187,Nest Smoke & CO Detector
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,1294,Nest Camera
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,688,Nest Camera
d0:c5:d3:90:54:73,DEVICE_TO_USER,192.168.4.111,1022,Roomba Robot
d0:c5:d3:90:54:73,DEVICE_TO_USER,192.168.4.111,882,Roomba Robot
d0:c5:d3:90:54:73,DEVICE_TO_USER,192.168.4.111,847,Roomba Robot
d0:c5:d3:90:54:73,DEVICE_TO_USER,192.168.4.111,479,Roomba Robot
d0:c5:d3:90:54:73,SERVER_TO_DEVICE,a2uowfjvhio0fa.iot.us-east-1.amazonaws.com,267,Roomba Robot
d0:c5:d3:90:54:73,DEVICE_TO_USER,192.168.4.111,831,Roomba Robot
d0:c5:d3:90:54:73,DEVICE_TO_USER,192.168.4.111,623,Roomba Robot
cc:a7:c1:62:cc:aa,DEVICE_TO_SERVER,czfe63.front01.iad01.production.nest.com,298,Nest Smoke & CO Detector
cc:a7:c1:62:cc:aa,DEVICE_TO_SERVER,czfe63.front01.iad01.production.nest.com,199,Nest Smoke & CO Detector
cc:a7:c1:62:cc:aa,DEVICE_TO_SERVER,czfe63.front01.iad01.production.nest.com,593,Nest Smoke & CO Detector
cc:a7:c1:62:cc:aa,SERVER_TO_DEVICE,czfe63.front01.iad01.production.nest.com,734,Nest Smoke & CO Detector
cc:a7:c1:62:cc:aa,DEVICE_TO_SERVER,czfe63.front01.iad01.production.nest.com,268,Nest Smoke & CO Detector
cc:a7:c1:62:cc:aa,SERVER_TO_DEVICE,czfe63.front01.iad01.production.nest.com,116,Nest Smoke & CO Detector
cc:a7:c1:62:cc:aa,SERVER_TO_DEVICE,czfe63.front01.iad01.production.nest.com,206,Nest Smoke & CO Detector
cc:a7:c1:62:cc:aa,DEVICE_TO_SERVER,czfe63.front01.iad01.production.nest.com,114,Nest Smoke & CO Detector
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,1057,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,854,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,358,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,110,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,637,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,470,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,139,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,171,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,664,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,207,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,529,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,201,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,565,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,451,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,867,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,756,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,709,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,624,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,587,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,1136,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,789,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,687,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,631,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,638,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,715,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,fw-eventstream.ring.com,1192,Ring Doorbell
50:8a:06:4b:c5:c7,USER_TO_DEVICE,192.168.4.111,189,Lumiman Bulb
50:8a:06:4b:c5:c7,DEVICE_TO_USER,192.168.4.111,193,Lumiman Bulb
50:8a:06:4b:c5:c7,SERVER_TO_DEVICE,m2.tuyaus.com,192,Lumiman Bulb
50:8a:06:4b:c5:c7,USER_TO_DEVICE,192.168.4.111,205,Lumiman Bulb
50:8a:06:4b:c5:c7,DEVICE_TO_SERVER,m2.tuyaus.com,315,Lumiman Bulb
50:8a:06:4b:c5:c7,DEVICE_TO_USER,192.168.4.111,225,Lumiman Bulb
50:8a:06:4b:c5:c7,USER_TO_DEVICE,192.168.4.111,157,Lumiman Bulb
50:8a:06:4b:c5:c7,USER_TO_DEVICE,192.168.4.111,181,Lumiman Bulb
64:16:66:49:3e:cb,DEVICE_TO_SERVER,oculus9353-us1.dropcam.com,388,Nest Camera
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,153,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,1003,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,841,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,cocoa.ring.com,176,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,410,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,192,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,540,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,202,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,122,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,290,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,1149,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,1156,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,1206,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,1229,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,88,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,702,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,845,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,412,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,1062,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,764,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,1217,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,1163,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,209,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,442,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,618,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,466,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,795,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,759,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,607,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,929,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,925,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,629,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,527,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,654,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,164,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,543,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,486,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,95,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,783,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,643,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,556,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,544,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,532,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,434,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,463,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,1105,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,419,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,406,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,394,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,878,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,780,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,771,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,915,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,523,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,559,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,390,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,496,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,998,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,408,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,886,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,938,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,403,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,323,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,300,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,350,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,351,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,322,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,310,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,147,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,151,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,672,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,623,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,670,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,166,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,507,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,439,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,306,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,296,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,1085,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,1015,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,963,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,203,Ring Doorbell
34:ab:95:f6:82:94,DEVICE_TO_SERVER,a30xqtffg389ek-ats.iot.us-west-2.amazonaws.com,363,Ultraloq Smart Lock
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,1066,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,601,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,534,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,108,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,1214,Ring Doorbell
90:48:6c:06:8f:74,SERVER_TO_DEVICE,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,176,Ring Doorbell
90:48:6c:06:8f:74,SERVER_TO_DEVICE,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,136,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,580,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,512,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,1050,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-52-88-222-38.us-west-2.compute.amazonaws.com,391,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,wu.ring.com,644,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,fw-eventstream.ring.com,89,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,fw-eventstream.ring.com,474,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,fw-eventstream.ring.com,535,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,fw-eventstream.ring.com,531,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,fw-eventstream.ring.com,542,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,fw-eventstream.ring.com,566,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,fw-eventstream.ring.com,546,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,fw-eventstream.ring.com,556,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,fw-eventstream.ring.com,585,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,fw-eventstream.ring.com,526,Ring Doorbell
