DEVICE_MAC,PACKET_DIRECTION,SERVER_ADDRESS,PACKET_LENGTH,DEVICE_NAME
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,475,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,500,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,264,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,481,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,431,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,427,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,255,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,413,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,366,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,247,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,409,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,385,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,235,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,416,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,259,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,389,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,382,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,397,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,401,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,282,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,365,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,376,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,341,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,337,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,456,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,436,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,1171,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,1195,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,1186,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,1135,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,195,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,245,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,128,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,181,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,157,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,1159,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,257,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,1161,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,1150,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,249,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,1194,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,777,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,762,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,421,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,396,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,1167,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,686,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,645,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,228,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,619,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,579,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,289,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,573,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,539,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,246,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,226,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,641,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,594,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,253,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,487,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,430,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,298,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,429,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,425,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,422,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,349,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,262,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,373,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,356,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,411,Ring Doorbell
90:48:6c:06:8f:74,SERVER_TO_DEVICE,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,189,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,423,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,336,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,873,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,232,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,754,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,158,Ring Doorbell
90:48:6c:06:8f:74,SERVER_TO_DEVICE,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,78,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,184,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,1260,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,266,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,114,Ring Doorbell
90:48:6c:06:8f:74,SERVER_TO_DEVICE,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,230,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,92,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,105,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,237,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,101,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,76,Ring Doorbell
90:48:6c:06:8f:74,SERVER_TO_DEVICE,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,166,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,1249,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,1250,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,261,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,154,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,118,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,1226,Ring Doorbell
90:48:6c:06:8f:74,SERVER_TO_DEVICE,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,170,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,1223,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,663,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,661,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,564,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,530,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,468,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,520,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,480,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,279,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,823,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,817,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,751,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,719,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,737,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,383,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,220,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,469,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,433,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,141,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,446,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,339,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,317,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,367,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,305,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,250,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,320,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,231,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,343,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,324,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,280,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,457,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,244,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,774,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,1000,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,1056,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,285,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,150,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,850,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,73,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,83,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,1083,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,1220,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,947,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,229,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,509,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,303,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,1221,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,697,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,516,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,1176,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,574,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,572,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,273,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,97,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,364,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,348,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,675,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,622,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,627,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,625,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,628,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,326,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,617,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,640,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,706,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,726,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,1058,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,546,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,392,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,340,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,269,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,210,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,985,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,1032,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,1045,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,975,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,196,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,889,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,832,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,912,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,942,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,1215,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,1160,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,650,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,760,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,897,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,874,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,1129,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,965,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,1048,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,537,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,484,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,214,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,124,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,125,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,518,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,853,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,844,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,856,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,857,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,1011,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,984,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,904,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,898,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,830,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,831,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,1021,Ring Doorbell
90:48:6c:06:8f:74,DEVICE_TO_SERVER,ec2-44-231-120-185.us-west-2.compute.amazonaws.com,1020,Ring Doorbell
